Date,Note from the news,Weight
28/02/2021,"SCUOLA, UN ALUNNO SU TRE IN DaD. Stabiliti i parametri per la chiusura delle scuole, dal 1° marzo un alunno su tre sarà in didatticaa distanza. Le decisioni saranno subordinate all’andamento dei dati settimanali.",0
01/03/2021, VERTICE SUL NUOVO DPCM. Il premier Draghi riunisce i ministri competenti per fare il punto sul nuovo Dpcm. Il capo del Governosceglie il generale Figliuolo come nuovo commissario straordinario all'emergenza Covid.,0
01/03/2021,L’ALLARME DELL’INTELLIGENCE. L’Intelligence lancia l’allarme. Attacchi informatici e diffusione di fake news: con la pandemiaaumenta il rischio di mani estere sugli asset italiani.,0
02/03/2021," DRAGHI FIRMA IL NUOVO DPCM. Firmato il nuovo Dpcm con le misure in vigore dal 6 marzo al 6 aprile, feste pasquali comprese. Ilministro Speranza ribadisce l’impegno del Governo per un decreto Ristori.",-10
02/03/2021,"CONTAGI, VARIANTE INGLESE PREVALENTE. Il 54% dei contagi è dovuto alla variante inglese, aumenta il numero dei ricoveri. È ilrisultato dell’indagine dell’istituto superiore di sanità sulla circolazione del Covid in Italia.",-10
03/03/2021," VACCINI, LE STRATEGIE EUROPEE. Tenere sospeso il patto di stabilità fino al 2023, è questa la proposta di Bruxelles mentre il premierDraghi si confronta con la presidente della Commissione Ue Ursula von der Leyen.",0
03/03/2021,VERSO IL DECRETO SOSTEGNI. Il Governo al lavoro sui provvedimenti del decreto Sostegni. Tra le ipotesi di intervento il blocco deilicenziamenti prorogati al 30 giugno e cassa integrazione Covid estesa al 2021.,0
04/03/2021,"IL RAPPORTO ISTAT. Secondo l’Istat nel 2020 si sono registrate un milione di persone in più in povertà assoluta. Donne, giovani,precari sono le categorie che pagano di più la crisi economica nata dalla pandemia.",-10
04/03/2021,"L’EUROPA RASSICURA L’ITALIA. “L’approvvigionamento delle dosi non è più un problema”. Il responsabile della task force europeasui vaccini anti Covid, Thierry Breton, diffonde parole rassicuranti.",10
05/03/2021,"IL DIBATTITO POLITICO. Dopo la scelta di Zingaretti, i 5 Stelle guardano al proprio ruolo di alleato che resta centrale: uniti persconfiggere la pandemia. Dall’opposizione Meloni attacca l’Ue per la gestione delle dosi.",-10
05/03/2021,"VACCINI, IPOTESI SPUTNIK Vaccini, il Governo cerca di recuperare terreno e apre all’acquisto del vaccino Sputnik. Il ministroSperanza spiega come sia necessario il via libera dell’AIFA.",0
06/03/2021," IL MONITO DEL CTS. La curva dei contagi continua a crescere, ospedali sotto pressione: il tasso di positività sfiora il 7%. Il monito delCts: zona rossa e scuole chiuse se si superano i parametri.",-10
06/03/2021,"VACCINI, IL GOVERNO PUNTA A REGIA UNICA. Il Governo punta a un potenziamento del piano di vaccinazione cercando dimettere a punto una regia unica. Siglata un’intesa con gli specializzandi di Medicina.",0
08/03/2021," SUPERATE LE CENTOMILA VITTIME. La più grande tragedia dal dopoguerra ad oggi. In Italia, in un anno di pandemia, superata lasoglia delle 100 mila vittime per mano del Covid.",-10
08/03/2021,NUOVE REGIONI IN ROSSO. L’accelerazione del nuovo piano vaccini al centro del vertice a Palazzo Chigi. Da oggi scattatemisure restrittive in alcune regioni che stabiliscono la fascia di rischio.,-10
09/03/2021," LE PREVISIONI OCSE. L’Ocse bacchetta l’Europa sulla campagna di vaccinazione, ancora troppo lenta. L’agenda del GovernoDraghi può spingere il Paese verso la ripresa, afferma la capo economista Boone.",-10
10/03/2021,"IL CTS CHIEDE MISURE PIU’ RESTRITTIVE. In attesa della Conferenza Stato Regioni, frenata del Governo che riflette sulle misureindicate dal Comitato scientifico che chiedeva una ulteriore stretta alle misure restrittive.",-10
10/03/2021,"OSPEDALI IN AFFANNO. Oltre 22mila casi e ospedali in affanno. La curva epidemiologica manifesta segnali negativi, tutti gliindicatori in crescita. Preoccupano le province della regione Puglia.",-10
11/03/2021,"AIFA SOSPENDE VACCINO ASTRAZENECA. In via precauzionale l’AIFA decide il divieto di utilizzo di un lotto di un vaccinoAstraZeneca dopo il caso di morte sospetta di un militare poche ore dopo la somministrazione,",-10
11/03/2021,"VERSO MISURE PIU’ SEVERE. Crescono i contagi, quasi 26mila i nuovi casi registrati. Il Governo si appresta a varare nuove misurementre anche il colore dominante delle Regioni pronto a volgere al rosso.",-10
12/03/2021,"VACCINI, GLI OBIETTIVI DEL GOVERNO. Il premier Draghi spiega la strategia della campagna vaccinale nazionale. L’obiettivodell’esecutivo è triplicare le dosi somministrate giornalmente.",0
13/03/2021,"ASTRAZENECA, ALTRI TAGLI ALLE FORNITURE. AstraZeneca annuncia ulteriori tagli alle forniture. Bruxelles esamina le eventuali misureda adottare nei confronti dell’azienda anglo svedese. Cinque leader europei denunciano disparità nelle dosi.",0
14/03/2021,IL PIANO DEL GOVERNO. ll commissario all’emergenza Covid Figliuolo definisce le priorità del nuovo piano che dovrà portarel’Italia fuori dall‘epidemia. L’imperativo è vaccinare tutti gli italiani entro fine settembre.,0
14/03/2021,L'AIFA RASSICURA. I casi di decesso verificatisi dopo la somministrazione del vaccino AstraZeneca hanno un legame solotemporale. L'Agenzia italiana del farmaco rassicura i cittadini sulla sicurezza del vaccino AstraZeneca.,0
15/03/2021,"LE NUOVE REGOLE. Scattano le nuove regole per abbassare la curva dei contagi da coronavirus. Dieci regioni in zona rossa, dallacartina dell'Italia a colori sparisce il giallo. Resta bianca la sola Sardegna.",-10
15/03/2021,"SETTE MILIONI DI STUDENTI IN DaD. Per effetto delle restrizioni anti Covid quasi sette milioni di alunni seguiranno le lezioni in Dad.L'incremento è concentrato soprattutto in tre Regioni: Lazio, Veneto e Piemonte.",-10
16/03/2021,SPERANZA RASSICURA. Il ministro Speranza rassicura i cittadini sulle misure adottate in merito alla somministrazione del vaccinoAstraZeneca. La magistratura continua le indagini sulle morti sospette.,0
16/03/2021,"COLLOQUIO DRAGHI – MACRON. Continua il coordinamento tra Roma, Berlino e Parigi sul caso vaccini. Colloquio tra Draghi eMacron per far ripartire in tempi rapidi la somministrazione del vaccino AstraZeneca.",-10
16/03/2021,"VACCINI, SALVINI ATTACCA. Sulla questione vaccini continua il dibattito politico. Salvini attacca l’Europa non risparmiandocritiche. Dal Pd Enrico Letta avverte: non è il momento di generare paure.",-10
17/03/2021,"UE, PRESENTATO IL GREEN PASS. Mentre si attende la decisione su AstraZeneca, l’Europa presenta il “green pass”, un passaportovaccinale per tornare a viaggiare in sicurezza tra i diversi Paesi europei.",10
17/03/2021,"UNITA’ D’ITALIA, 160° ANNIVERSARIO. Nella celebrazione del 160° anniversario dell’Unità d’Italia, il presidente della RepubblicaMattarella commenta: “Nella pandemia il Paese ha dimostrato coesione e spirito di democrazia”.",-10
18/03/2021,"VIA LIBERA AD ASTRAZENECA. Il vaccino è sicuro ed efficace, sui casi di trombosi si continuerà ad indagare: il parere conclusivodell’EMA che concede il via libera all’utilizzo del vaccino AstraZeneca.",0
18/03/2021,GIORNATA NAZIONALE IN MEMORIA DELLE VITTIME DI CORONAVIRUS. “Lo Stato c’è e ci sarà”. Il presidente del Consiglio Draghi invisita a Bergamo per rendere omaggio in occasione della giornata in memoria delle vittime Covid.,-10
19/03/2021,ALLARME RICOVERI. Dopo le terapie intensive anche i ricoveri superano la soglia di allarme: nove regioni sono oltre il limite.Riunione della cabina di regia per valutare il passaggio di altre regioni in fascia rossa.,-10
19/03/2021,"APPROVATO IL DL SOSTEGNI. Riunione del Consiglio dei ministri per il varo del decreto Sostegni da 32 miliardi previsti per lavoratori,imprese e partite Iva. Intesa sulle cartelle esattoriali, 5 miliardi per vaccini e salute.",0
19/03/2021,"COVID, IN EUROPA UN MILIONE DI VITTIME. Oltre un milione di persone in Europa ha perso la vita a causa del Covid. Mentreaumentano le situazioni di criticità negli ospedali, riprese le vaccinazioni con AstraZeneca.",-10
20/03/2021,"SPALLANZANI, SPERIMENTAZIONE SPUTNIK. Nuovi ritardi nelle consegne delle dosi annunciate da AstraZeneca. Vaccinati ilgenerale Figliuolo e il capo della Protezione civile Curcio. Allo Spallanzani sperimentazione sul vaccino Sputnik.",0
22/03/2021,"VACCINI, VERTICE A PALAZZO CHIGI. Il premier Draghi convoca un vertice con il generale Figliuolo e il capo della Protezione civileCurcio. Si accelera sul piano vaccini: entro 24 ore un milione di dosi Pfizer alle regioni.",-10
22/03/2021,"DRAGHI INCONTRA LETTA. Colloquio a tutto campo tra il segretario del Pd Enrico Letta e il premier Draghi. Tra i temi affrontati ildossier vaccini, Europa e le politiche di rilancio post pandemia.",-10
23/03/2021,"VERTICE A PALAZZO CHIGI. Scuole, vaccini e spostamenti, verso il nuovo decreto Covid. Il presidente Mario Draghi riunito aPalazzo Chigi con il ministro della Salute Speranza e il Comitato scientifico.",0
23/03/2021,"IL DIBATTITO POLITICO. Il piano vaccini resta tema confronto tra i partiti. Salvini sottolinea i ritardi dell’Ue, Forza Italia chiede nuoviscostamenti. Nel Pd Letta raggiunge l’intesa per una donna capogruppo alla Camera.",0
24/03/2021,"IL RICHIAMO DI DRAGHI. L’obiettivo è mezzo milione di vaccini al giorno, ritardi inaccettabili. Lo ribadisce il premier Mario Draghiintervenuto alle Camere alla vigilia del Consiglio europeo.",-10
24/03/2021,"ASTRAZENECA – EUROPA, E’ SCONTRO. È scontro aperto tra Europa e l’azienda anglo svedese AstraZeneca: nel deposito di Anagnitrovate 29 milioni di dosi ferme. Bruxelles accusa: manca la trasparenza.",0
25/03/2021,"IL CONSIGLIO EUROPEO. Il rilancio di una strategia comune per la lotta al Covid, la situazione nel Mediterraneo, trasformazionedigitale, i temi al centro della videoconferenza dei membri del Consiglio europeo.",0
26/03/2021,"ZONA ROSSA, CAMBIANO LE REGOLE PER LA SCUOLA. Le scuole - nidi, elementari e prima media - resteranno aperte anche inzona rossa. È questa la decisione dell’ultima riunione della Cabina di regia annunciata dallo stesso premier Mario Draghi.",10
26/03/2021,VIA LIBERA DELL’EMA. Via libera dell’Ema a due impianti che in Europa producono Pfizer e AstraZeneca. Le misure strategichepromosse dal generale Figliuolo: potenziare più vaccini e le app.,10
27/03/2021,"ATTESE NUOVE MISURE ANTI COVID. Il Governo al lavoro sul decreto per il dopo Pasqua, previsto l’obbligo di vaccino per ilpersonale a contatto con i pazienti. Il generale Figliuolo: attese quasi tre milioni di dosi.",-10
27/03/2021,"SALVINI: SI’ A RIAPERTURE SE I DATI MIGLIORANO. Dal 29 marzo undici regioni in fascia rossa, le altre in arancione. Il leader dellaLega Salvini invoca riaperture dopo Pasqua se dati migliori. Dal Pd Enrico Letta dice no ad aspettative poi disattese.",10
27/03/2021,"MELONI: PREVEDERE SOSTEGNO AI LAVORATORI DELLO SPETTACOLO. Se i partiti di centro destra al Governo puntano su vaccini eriaperture, dall’opposizione Fratelli d’Italia lancia un appello affinché i lavoratori dello spettacolo non siano dimenticati.",0
28/03/2021,"APPELLO DEL PAPA. “Siamo provati ma occorre solidarietà”. Nella Domenica delle Palme il Papa lancia un appello aprendo i ritidella settimana santa, anche quest’anno con il mondo minacciato dal Covid.",0
28/03/2021,PASQUA IN LOCKDOWN. L’Italia si prepara ai giorni di Pasqua dove tutta la penisola sarà in lockdown. Dal 7 aprile in vigore le lineedettate dal nuovo decreto: nessun territorio sarà in fascia gialla.,-10
30/03/2021,"STRETTA SUI VIAGGI ALL’ESTERO. Viaggi all’estero, firmata l’ordinanza. Previsti il tampone in partenza, il rispetto di una quarantenadi cinque giorni al rientro e ulteriore tampone al termine.",-10
31/03/2021,"LE NUOVE MISURE ANTI COVID. Decreto Covid in Consiglio dei ministri, Italia in rosso e arancione fino alla fine di aprile. Tra le nuovemisure, previsto l’obbligo vaccinale per personale sanitario e farmacisti.",-10
01/04/2021,"DRAGHI, LE PRIORITA’ DEL GOVERNO. Nuovo decreto Covid, il premier Draghi ribadisce la priorità delle tappe del piano vaccinale,il ministro Speranza rivendica il cambio di passo nel ritmo delle somministrazioni.",-10
02/04/2021,"MELONI ATTACCA SPERANZA. Il centrodestra chiede un'accelerazione sui vaccini. Salvini rientra da Budapest dove ha lanciatol'idea del ""Rinascimento Europeo"". Dall’opposizione Giorgia Meloni attacca il ministro Speranza.",0
02/04/2021,"RIAPERTURE, SALVINI RILANCIA. Il leader della Lega Salvini replica al ministro Speranza e rilancia sulle riaperture dopo Pasqua,Giorgia Meloni critica il Governo sulla gestione della pandemia",10
03/04/2021,ITALIA IN ZONA ROSSA. L’Italia in zona rossa per i tre giorni di Pasqua. Controlli intensificati per evitare assembramenti e posti diblocco sulle strade. Oltre 21mila i nuovi positivi.,-10
04/04/2021,"PASQUA, LE VACCINAZIONI PROSEGUONO. Hub aperti da nord a sud: la campagna vaccinale prosegue a pieno ritmo anche nelgiorno di Pasqua. Superate undici milioni di somministrazioni.",10
04/04/2021,"EMERGENZA POVERTA’. La pandemia ha esacerbato l’allarme povertà. Secondo gli ultimi dati Istat, l’emergenza sanitaria certifica5 milioni e mezzo di italiani in povertà assoluta.",0
05/04/2021,TORNA LA GEOGRAFIA DEI COLORI. Si chiude oggi la zona rossa per tutta Italia. Dal 6 aprile torna la precedente geografia deicolori: dieci regioni in arancione. Indice di positività oltre il 10%.,10
05/04/2021,"LA GRAN BRETAGNA RIPARTE. Dopo l’imponente campagna vaccinale, il premier britannico Boris Johnson conferma la riaperturadi bar ristoranti e esercizi commerciali. La Gran Bretagna riparte.",10
06/04/2021,LE REGIONI: REVISIONE DEI PARAMETRI DI RISCHIO. La gestione della pandemia resta tema al del confronto politico. I presidentidelle regioni chiedono una revisione dei parametri di rischio. Salvini chiede la riapertura delle attività.,10
07/04/2021,"ASTRAZENECA ALL’ESAME DELL’EMA. Il vaccino AstraZeneca sotto la lente dell’EMA, chiamata a pronunciarsi in riferimento allegame di causa-effetto tra il farmaco e gli episodi di trombosi rare presentatisi in vari Paesi.",0
07/04/2021,VIA LIBERA AI VACCINI IN AZIENDA. Firmato il protocollo per le vaccinazioni nei luoghi di lavoro. Le aziende potranno vaccinare idipendenti: si procederà in forma volontaria e rispettando le regole stabilite a livello nazionale.,10
07/04/2021,LA RIUNIONE DEL G20. Le misure per fronteggiare la crisi economica sono al centro del G20 finanziario a presidenza italiana.Superare l’emergenza pandemia è presupposto per la ripartenza globale.,0
08/04/2021,IL MONITO DI DRAGHI. Nessun dubbio sul raggiungimento degli obiettivi: tutti gli over 80 saranno vaccinati entro il mese di aprile. Inconferenza stampa il premier Draghi affronta il tema delle riaperture.,10
08/04/2021,LETTA RIUNISCE LA SEGRETERIA. Accelerare su piano vaccinale e sostenere le imprese. Il segretario Enrico Letta riunisce lasegreteria del partito per fare il punto sul Recovery plan.,0
09/04/2021,INDAGATO RANIERI GUERRA. Il direttore vicario dell’OMS Ranieri Guerra indagato dalla procura di Bergamo per false dichiarazioninell’inchiesta sull’epidemia colposa nella prima fase della pandemia.,0
10/04/2021,"COVID, DATI IN DISCESA. Dati epidemiologici in lenta discesa: il Governo riflette su graduali riaperture delle attività commercialima resta ancora elevato il numero dei decessi, quasi quattrocento.",10
11/04/2021,I RITARDI ASTRAZENECA. Scaduto l’ultimatum di Bruxelles ad AstraZeneca per le mancate consegne delle dosi previste. In Cinaintanto le autorità sanitarie ammettono: vaccini poco efficaci.,0
11/04/2021,"INCHIESTA MASCHERINE, ARCURI INDAGATO. Nell’inchiesta della procura di Roma sulla fornitura di mascherine cinesi, l’excommissario all’emergenza Covid Domenico Arcuri indagato con l’accusa di peculato.",0
12/04/2021,"VACCINI, ATTESA PER 4 MILIONI DI DOSI. Campagna vaccinale, si procede al ritmo di 300mila vaccinazioni al giorno. Attesa perl’arrivo di oltre quattro milioni di dosi. Si punta all’immunità della popolazione sopra i 60 anni.",10
12/04/2021,DI MAIO IN VISITA A WASHINGTON. Pandemia e Libia al centro della visita a Washington del ministro degli Esteri Luigi Di Maio cheincontra il segretario di Stato Usa Antony Blinken.,0
13/04/2021,"STOP AL VACCINO JOHNSON & JOHNSON. In seguito a sei casi di trombosi riscontrati, negli Stati Uniti sospeso il vaccinoJohnson&Johnson. A scopo precauzionale anche l’Europa si adegua e attende il nuovo libera.",0
13/04/2021,VACCINATI OLTRE 4 MILIONI. Sono oltre quattro milioni gli italiani che hanno ricevuto la seconda dose del vaccino. Dall’inizio dellapandemia oltre 115mila persone hanno perso la vita a causa del virus Covid 19.,10
15/04/2021,VERSO LE RIAPERTURE. Le regioni varano le linee guida di riapertura in sicurezza per tutte le attività ancora ferme. La valutazionedella cabina di regia sui nuovi dati.,10
16/04/2021,VERSO LA RIAPERTURA. Dal 26 aprile tornano le zone gialle: l’Italia pronta a riaprire. Dalla scuola in presenza alle cene nei ristorantiall’aperto. Resta confermata la misura del coprifuoco alle ore 22:00.,10
16/04/2021,"CURVA IN DECRESCITA. Gli ospedali permangono sotto stress ma la curva dei contagi si mostra in decrescita. Quasi sedicimila inuovi casi, la Regione Campania in zona arancione.",10
17/04/2021,"PASS SPOSTAMENTI DA DEFINIRE. Riaperture del 26 aprile, resiste il compromesso della maggioranza ma restano le polemiche tra ilcentrodestra, che rivendica la decisione, e il Pd. Tra le novità resta da definire il pass spostamenti.",10
18/04/2021,"LA CAMPAGNA VACCINALE ACCELERA. In Italia superati i quindicimila milioni di vaccinazioni, oltre quattro milioni gli immunizzati.Per il Governo il Paese è entrato in una nuova fase.",10
18/04/2021,"COPRIFUOCO, E’ POLEMICA. In attesa delle riaperture, il pass spostamenti è allo studio ma resta la preoccupazione per i protocollisicurezza. Polemiche per il coprifuoco alle 22:00 in vigore almeno fino al 30 maggio.",-10
19/04/2021,"PANDEMIA, LENTA DISCESA. Mentre il tasso di positività torna al 6% e gli indicatori continuano a oscillare, la pandemia regrediscemolto lentamente. Riunione del Cts per lo studio di nuove misure.",10
20/04/2021,"INCONTRO GOVERNO – REGIONI. Incontro Governo – Regioni sulle riaperture: sul tavolo il nodo coprifuoco, gli spostamenti traregioni, flessibilità sulla scuola in presenza. Il premier Draghi: rafforzare ricerca e sanità.",10
20/04/2021,"VIA LIBERA DELL’EMA AL VACCINO JOHNSON & JOHNSON. Dopo l’esame dei rari casi di trombosi verificatisi in alcuni soggettipochi giorni dopo la vaccinazione, l’EMA concede disco verde alla somministrazione del vaccino monodose J&J.",0
21/04/2021,"IL DECRETO RIAPERTURE. Via libera del Consiglio dei ministri al decreto riaperture che proroga lo stato di emergenza fino al 31luglio. Confermata la misura del coprifuoco alle 22:00. In disaccordo, la Lega si astiene.",10
21/04/2021,"USA, SCONSIGLIATI VIAGGI IN ITALIA. Nuove dosi di vaccini Pfizer e Johnson & Johnson sono in arrivo alle Regioni. Intantol’ambasciata americana sconsiglia viaggi in Italia, considerato un Paese ad alto rischio sanitario.",-10
22/04/2021,"DECRETO RIAPERTURE, DELUSIONE DELLE REGIONI. I presidenti delle Regioni scrivono al premier Draghi chiedendo un incontro inmerito alle misure del nuovo decreto. Su riaperture e scuola patti non rispettati, sottolineano i governatori.",10
23/04/2021,"LA NUOVA MAPPA DEL PAESE. Dal 26 aprile gran parte dell’Italia tornerà in giallo, cinque le regioni in zona arancione mentre solola Sardegna unica zona rossa. Libertà di spostamento tra regioni in giallo.",10
25/04/2021,DIBATTITO SUL COPRIFUOCO. La decisione di conservare il coprifuoco alle 22:00 mantiene acceso lo scontro tra le forze politicheche sostengono il Governo. La Lega ribadisce la sua posizione contraria.,-10
26/04/2021,"ZONA GIALLA, L'ITALIA RIPARTE. Tredici regioni e le province autonome di Trento e Bolzano tornano in fascia a basso rischio,insieme alla possibilità di spostarsi tra regioni. Riaprono musei, teatri e bar con tavoli all’aperto.",10
26/04/2021,"SCONTRO SUL COPRIFUOCO. Coprifuoco, la Lega lancia una raccolta firme per abolire lo stop alle 22:00. L'attacco di Enrico Lettae i vertici del partito: ""Se non vuole stare al Governo esca"".",0
26/04/2021,"COVID, BLITZ DEI NAS. Verifiche Nas su tutto il territorio nazionale sulla corretta esecuzione delle operazioni di sanificazione antiCovid nella grande distribuzione. Evidenziate gravi carenze e sospese alcune attività.",-10
28/04/2021,"SFIDUCIA A SPERANZA, MOZIONE RESPINTA. Il Senato respinge la mozione di sfiducia presentata da FdI contro il ministro Speranza.Nel suo intervento il ministro difende le sue azioni e ricorda: la pandemia non è ancora stata sconfitta.",-10
29/04/2021,"VACCINO, ARRIVATE DUE MILIONI DI DOSI. Due milioni e mezzo le dosi di vaccino giunte in Italia nelle ultime 24 ore: AstraZeneca,Moderna e Johnson & Johnson. È il secondo arrivo massiccio in pochi giorni, dopo le dosi Pfizer.",10
30/04/2021,"COPRIFUOCO, LETTA ATTACCA SALVINI. Occorre una linea di prudenza e ripartire in sicurezza. È il messaggio lanciato da EnricoLetta che replica alle parole del leader della Lega Salvini su coprifuoco e riaperture.",10
01/05/2021,"SOMMINISTRATE OLTRE 20 MILIONI DI DOSI. La campagna vaccinale supera la soglia delle cinquecentomila somministrazioni in ungiorno, pari a venti milioni di dosi complessive. Tasso di positività in discesa al 3,4%.",10
02/05/2021,"GRADUALI RIAPERTURE. Primo fine settimana di zona gialla in Italia: weekend di riaperture in quasi tutto il Paese. La Sardegna zonaarancione, Val d’Aosta in fascia rossa.",10
03/05/2021,SPRINT DELLA CAMPAGNA VACCINALE. La campagna vaccinale accelera. Un quarto della popolazione ha ricevuto almeno laprima dose. Il commissario straordinario Figliuolo valuta l'estensione di AstraZeneca anche agli under 60.,10
05/05/2021,"LOMBARDIA, RECORD DI VACCINAZIONI. Una media di centomila iniezioni al giorno: è record di somministrazioni di vaccini nellaregione Lombardia. Nel Lazio drastico calo dei ricoveri per gli ultraottantenni.",10
05/05/2021,IL DECRETO SOSTEGNI. Colloquio telefonico tra Mario Draghi e Angela Merkel: tema principale la lotta alla pandemia. Il Governoal lavoro sul nuovo decreto Sostegni: il premier chiede accelerazioni su progetti e riforme.,0
06/05/2021,DRAGHI: VACCINI BENE GLOBALE. Vaccini bene comune e globale. Il premier Draghi guarda alla proposta degli Stati Uniti disospendere i brevetti sottolineando come sia cruciale aumentare la produzione in sicurezza.,10
07/05/2021,"COPRIFUOCO, GOVERNO AL LAVORO. Il 16 maggio è una data auspicabile per superare il coprifuoco alle ore 22:00. Sono leparole di Luigi Di Maio che spiega come il Governo stia lavorando per far tornare in Italia i turisti stranieri.",10
08/05/2021,TURISMO VERSO LA RIPRESA. Un tavolo di lavoro organizzato dai ministri Speranza e Di Maio dà il via libera al turismo europeo: dal15 maggio stop alla quarantena per chi entra in Italia dai Paesi dell’Unione.,10
08/05/2021,TORNANO LE VISITE DEI FAMILIARI NELLE RSA. Continua a calare la curva del contagio ma si registrano ancora vittime nelle ultime24 ore: circa duecento. Firmata l'ordinanza che permette visite dei parenti nelle Rsa.,10
09/05/2021,"BRUXELLES NON RINNOVA ASTRAZENECA. Alla scadenza di giugno, l'Unione Europea non rinnoverà gli accordi per i contratti difornitura di vaccino con AstraZeneca. Troppi i ritardi registrati nella consegna delle dosi.",0
10/05/2021," RIAPERTURE E COPRIFUOCO, IL GOVERNO VALUTA. Il Governo valuta nuove misure per riaperture e coprifuoco. Da oggi quasi tuttele regioni in Italia in zona gialla: bar e ristoranti aperti all’esterno e possibilità di viaggiare tra regioni.",10
10/05/2021,"CONTAGI ANCORA IN CALO. Corre la campagna vaccinale in Italia: oltre 24 milioni di somministrazioni. Mentre continua ildecremento dei contagi, la Lombardia procede con le dosi agli over cinquanta.",10
12/05/2021,"IL MONITO DI DRAGHI. Durante il suo intervento alla Camera il premier Draghi ribadisce il punto sulle tappe delle riaperture:occorre prudenza, dice il presidente il Consiglio che rinnova la road map del Governo.",0
12/05/2021,LA RICHIESTA DELLE REGIONI. Gli enti locali chiedono al Governo la revisione dei parametri per la classificazione delle aree dirischio e il superamento dell’indice Rt sui casi sintomatici.,10
13/05/2021, CAMBIO DI PASSO. Il piano vaccinale si estende ai quarantenni: via libera alle prenotazioni. Il presidente dell’AIFA precisa chesulle tempistiche della seconda dose Pfizer decidono gli enti.,10
14/05/2021,"DATI IN MIGLIORAMENTO. In attesa della decisione della cabina di regia su alcune attività ancora chiuse, è sempre più deciso ilrallentamento dell’epidemia di Covid: nessuna regione presenta un rischio elevato.",10
15/05/2021," RIAPERTURE, SALVINI ALL’ATTACCO. Botta e risposta tra il ministro Speranza e Matteo Salvini. Il leader leghista torna all’attaccochiedendo la fine del coprifuoco e la ripartenza completa per tutte le attività.",10
15/05/2021,"TEST SALIVARI, VIA LIBERA CON LIMITAZIONI. Dal 17 maggio l’Italia sarà in zona gialla, tranne la Val d’Aosta. Intanto il ministerodella Salute concede il via libera ai test molecolari salivari, utili per screening ripetuti, ma con alcune limitazioni.",10
16/05/2021,"EFFETTO VACCINI. Situazione Covid, primi effetti della campagna vaccinale: mai così basso da ottobre il numero dei decessi,sotto quota 100. Cabina di regia al lavoro per nuove riaperture e spostamento coprifuoco.",10
17/05/2021," VARATE NUOVE MISURE ANTI COVID. Mentre sei regioni si avviano verso la zona bianca, varate nuove misure anti Covid ecalendario riaperture: il coprifuoco slitta alle ore 23:00 per poi essere annullato il 21 giugno.",10
21/05/2021,"IL MONITO DI FIGLIUOLO. Rispettare il piano vaccinale. Mentre continua a calare la pressione sul sistema sanitario, Il commissarioFigliuolo scrive alle Regioni: ogni decisione dovrà essere concordata.",10
22/05/2021," TRENTA MILIONI DI DOSI SOMMINISTRATE. Primo fine settimana di coprifuoco alle 23:00, riapertura dei centri commerciali. Vaccini,oltre trenta milioni di dose somministrate. Il commissario Figliuolo: coinvolgere i medici di famiglia.",10
22/05/2021,"IL PAPA RICEVE GLI STUDENTI DI CODOGNO. Anche un’esperienza negativa come il Covid può insegnare qualcosa. Le parole delPapa agli studenti di Codogno, prima cittadina colpita dalla pandemia.",0
25/05/2021," DRAGHI: PRESTO IL GREEN PASS. A Bruxelles per il vertice Ue, il presidente del Consiglio Draghi annuncia che il green pass europeosarà pronto a metà giugno. Sulla questione migranti, il premier auspica una risposta europea.",10
25/05/2021,"MATTARELLA SI RIVOLGE AI GIOVANI. Guardare a giovani e futuro progettando il post pandemia usando i fondi europei. Asottolinearlo è il presidente della Repubblica in visita a Cremona, uno dei territori più feriti dal Covid.",0
26/05/2021," ZONE BIANCHE, INTESA CON LE REGIONI. Raggiunto l’accordo tra il ministro della Salute e le Regioni. Stop al coprifuoco eriaperture anticipate di alcune attività economiche nelle zone bianche.",10
26/05/2021,"BIDEN CHIEDE RAPPORTO SULLE ORIGINI DEL VIRUS. Il presidente Usa Joe Biden chiede ai servizi segreti un rapporto definitivo sullecause del Covid 19. Raddoppiare gli sforzi per scoprire le origini del virus, afferma il capo della Casa Bianca.",0
28/05/2021, VACCINI SENZA LIMITI DI ETA’. Dal 3 giugno le regioni potranno somministrare i vaccini senza tenere conto delle classi di età. Loprevede la circolare firmata dal commissario all’emergenza Figliuolo.,10
29/05/2021,"EMA, VIA LIBERA PER PFIZER AI 12ENNI. Via libera dell’EMA alla somministrazione dei vaccini Pfizer per la fascia d’età tra i 12 e 15anni dodicenni, sono circa otto milioni gli adolescenti interessati.",10
29/05/2021,"DRAGHI: GLOBALIZZAZIONE RICETTA NECESSARIA. Global solutions summit, il premier Draghi esalta il ritorno del multilateralismoschierando la presidenza italiana del G20 in prima linea nel futuro post pandemia.",0
30/05/2021,"RIAPERTURE GRADUALI. Prima domenica senza limiti di spostamenti tra le regioni, collegamenti via mare ripristinati. Resta l’obbligodi mascherina e divieto di assembramento.",10
01/06/2021,DRAGHI: SERVE UN’ITALIA UNITA. “Quest’Italia è viva e forte”. Il presidente del Consiglio Mario Draghi in visita in Emilia Romagnaparla della ripresa economica dopo il Coronavirus e rilancia sull'unità.,10
02/06/2021,"VACCINI, CADE IL CRITERIO DELLE FASCE DI ETA’. Campagna vaccinale, dal 3 giugno le prenotazioni saranno aperte a tutti. Sulfronte dei numeri della pandemia resta stabile il tasso di positività, in discesa il numero dei ricoveri.",10
